size;array;vector;bst;deque;bittrick deque;tiered vector (k=2);bittrick tiered vector (k=2);deque tiered vector (k=2)
426000;0.0504381;0.0221664;0.00152337;0.345477;0.0740137;0.00221182;0.00106782;0.0019201
425500;0.0497847;0.0231541;0.00150718;0.361538;0.0724706;0.00223511;0.00110019;0.00195799
425000;0.0443099;0.0214633;0.00151626;0.357502;0.0706247;0.00217116;0.00105321;0.00189049
424500;0.0445361;0.0220531;0.00157942;0.345554;0.0705691;0.00221143;0.00107295;0.00189681
424000;0.0427044;0.0216232;0.00157389;0.351173;0.0705209;0.00219327;0.00106071;0.00194339
423500;0.0413851;0.0221593;0.00166666;0.360844;0.0721007;0.0022359;0.0010844;0.00194418
423000;0.0427699;0.0226239;0.00166627;0.345867;0.0697038;0.00226472;0.00109584;0.00190865
422500;0.0379989;0.0208933;0.00155929;0.352414;0.070076;0.00217866;0.00103347;0.00189444
422000;0.0380103;0.0226038;0.00151626;0.352799;0.071074;0.00228011;0.00110611;0.00191615
421500;0.0363338;0.0226361;0.00149929;0.364912;0.0739829;0.00226038;0.00109821;0.00195997
421000;0.0372662;0.0216694;0.0014831;0.351675;0.0705387;0.00221064;0.00111874;0.00192641
420500;0.0353426;0.0222252;0.00150442;0.367168;0.0722855;0.00222327;0.00113216;0.00195405
420000;0.0361881;0.0222366;0.00149889;0.347335;0.0699027;0.00225169;0.00114006;0.00193036
419500;0.0346423;0.0234849;0.00152692;0.35699;0.0709974;0.00219564;0.00109111;0.00195484
419000;0.0344702;0.0231351;0.00156087;0.355939;0.0833596;0.00219722;0.00107374;0.00192247
418500;0.0335926;0.0217471;0.00153363;0.361545;0.0738096;0.00223274;0.00108242;0.00193273
418000;0.0347469;0.0211207;0.00156245;0.355259;0.073555;0.00220945;0.00106111;0.0018976
417500;0.0352048;0.0226251;0.00152218;0.343143;0.0708115;0.00231604;0.0011215;0.00189207
417000;0.0334154;0.0219426;0.00150481;0.341041;0.0695964;0.00223511;0.00108874;0.0018672
416500;0.0323018;0.0207145;0.00155771;0.355686;0.0703172;0.00215458;0.00103426;0.00190628
416000;0.0326409;0.0216702;0.00152652;0.351972;0.0749702;0.00220353;0.00107097;0.0019422
415500;0.0321577;0.0212032;0.00152179;0.35564;0.0714328;0.00251657;0.00105597;0.0019197
415000;0.032406;0.0200825;0.00151547;0.356236;0.0698021;0.00240328;0.00100426;0.00193273
414500;0.0342274;0.0217156;0.0015435;0.346309;0.0772594;0.00251342;0.00107255;0.00191181
414000;0.0322615;0.0215735;0.00150955;0.316681;0.0638949;0.00237446;0.00106703;0.00182299
413500;0.0353165;0.0217918;0.00149573;0.351016;0.0698577;0.00237012;0.0010919;0.00187746
413000;0.0338208;0.0213465;0.00149692;0.349659;0.0718197;0.00223827;0.00112703;0.00193273
412500;0.0314368;0.0212936;0.00149336;0.335601;0.068;0.00225761;0.00110611;0.00189246
412000;0.0339961;0.0212501;0.00153323;0.337962;0.0667265;0.00222959;0.001084;0.00187786
411500;0.0353209;0.0212584;0.00151981;0.342455;0.0675705;0.00220787;0.00106861;0.00186088
411000;0.03213;0.0204756;0.00152139;0.328165;0.0649371;0.00212221;0.00102321;0.00184865
410500;0.0312249;0.0217906;0.00153442;0.330369;0.0658237;0.0022434;0.00108558;0.00185812
410000;0.0332081;0.0210157;0.00157153;0.338264;0.0673238;0.0021455;0.00103742;0.00185575
409500;0.0307709;0.0210425;0.00152376;0.336108;0.068448;0.0021834;0.00103545;0.00186207
409000;0.0306173;0.0211416;0.00149692;0.332986;0.0670435;0.00220314;0.00105597;0.00186207
408500;0.030373;0.0208641;0.00148547;0.346498;0.0688602;0.00215024;0.00103466;0.00189167
